Hand,Hand Type,Optimal k,Optimal Win %,Alternative k,Alternative Win %,Deception Cost (Δ%)
As Ks Kh Kd Qs,Three of a Kind,2,83.46,5,49.61,33.85
As Ks Kh Kd Tc,Three of a Kind,2,83.49,0,76.21,7.28
As Ks Kh Kd Tc,Three of a Kind,2,83.49,1,82.12,1.37
As Ks Kh Kd Tc,Three of a Kind,2,83.49,3,51.92,31.57
As Ks Kh Kd Tc,Three of a Kind,2,83.49,4,52.16,31.33
As Ks Kh Kd Tc,Three of a Kind,2,83.49,5,49.61,33.88
As Ks Kh Kd Td,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kd Td,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kd Td,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kd Td,Three of a Kind,2,83.47,4,52.15,31.32
As Ks Kh Kd Td,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kd Th,Three of a Kind,2,83.47,0,76.21,7.26
As Ks Kh Kd Th,Three of a Kind,2,83.47,1,82.11,1.36
As Ks Kh Kd Th,Three of a Kind,2,83.47,3,51.91,31.56
As Ks Kh Kd Th,Three of a Kind,2,83.47,4,52.15,31.32
As Ks Kh Kd Th,Three of a Kind,2,83.47,5,49.61,33.86
As Ks Kh Kd Ts,Three of a Kind,2,83.46,0,76.21,7.25
As Ks Kh Kd Ts,Three of a Kind,2,83.46,1,82.10,1.36
As Ks Kh Kd Ts,Three of a Kind,2,83.46,3,51.91,31.55
As Ks Kh Kd Ts,Three of a Kind,2,83.46,4,52.15,31.31
As Ks Kh Kd Ts,Three of a Kind,2,83.46,5,49.61,33.85
As Ks Kh Kd W,Four of a Kind,0,99.98,1,99.98,0.00
As Ks Kh Kd W,Four of a Kind,0,99.98,2,91.92,8.06
As Ks Kh Kd W,Four of a Kind,0,99.98,3,89.75,10.23
As Ks Kh Kd W,Four of a Kind,0,99.98,4,87.97,12.01
As Ks Kh Qc Jc,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qc Jc,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qc Jc,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qc Jc,Pair,3,58.65,4,52.81,5.84
As Ks Kh Qc Jc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qc Jd,Pair,3,58.66,0,27.61,31.05
As Ks Kh Qc Jd,Pair,3,58.66,1,44.04,14.62
As Ks Kh Qc Jd,Pair,3,58.66,2,54.62,4.04
As Ks Kh Qc Jd,Pair,3,58.66,4,52.81,5.85
As Ks Kh Qc Jd,Pair,3,58.66,5,49.09,9.57
As Ks Kh Qc Jh,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qc Jh,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qc Jh,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qc Jh,Pair,3,58.65,4,52.81,5.84
As Ks Kh Qc Jh,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qc Js,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qc Js,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qc Js,Pair,3,58.65,2,54.61,4.04
As Ks Kh Qc Js,Pair,3,58.65,4,52.80,5.85
As Ks Kh Qc Js,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qc Tc,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qc Tc,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qc Tc,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qc Tc,Pair,3,58.65,4,52.84,5.81
As Ks Kh Qc Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qc Td,Pair,3,58.66,0,26.79,31.87
As Ks Kh Qc Td,Pair,3,58.66,1,44.04,14.62
As Ks Kh Qc Td,Pair,3,58.66,2,54.63,4.03
As Ks Kh Qc Td,Pair,3,58.66,4,52.85,5.81
As Ks Kh Qc Td,Pair,3,58.66,5,49.09,9.57
As Ks Kh Qc Th,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qc Th,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qc Th,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qc Th,Pair,3,58.65,4,52.84,5.81
As Ks Kh Qc Th,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qc Ts,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qc Ts,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qc Ts,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qc Ts,Pair,3,58.65,4,52.83,5.82
As Ks Kh Qc Ts,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qc W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kh Qc W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kh Qc W,Three of a Kind,2,92.76,3,89.79,2.97
As Ks Kh Qc W,Three of a Kind,2,92.76,4,88.35,4.41
As Ks Kh Qd Jc,Pair,3,58.66,0,27.61,31.05
As Ks Kh Qd Jc,Pair,3,58.66,1,44.04,14.62
As Ks Kh Qd Jc,Pair,3,58.66,2,54.62,4.04
As Ks Kh Qd Jc,Pair,3,58.66,4,52.81,5.85
As Ks Kh Qd Jc,Pair,3,58.66,5,49.09,9.57
As Ks Kh Qd Jd,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qd Jd,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qd Jd,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qd Jd,Pair,3,58.65,4,52.81,5.84
As Ks Kh Qd Jd,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qd Jh,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qd Jh,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qd Jh,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qd Jh,Pair,3,58.65,4,52.81,5.84
As Ks Kh Qd Jh,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qd Js,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qd Js,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qd Js,Pair,3,58.65,2,54.61,4.04
As Ks Kh Qd Js,Pair,3,58.65,4,52.80,5.85
As Ks Kh Qd Js,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qd Qc,Two Pair,1,59.94,0,44.23,15.71
As Ks Kh Qd Qc,Two Pair,1,59.94,2,53.67,6.27
As Ks Kh Qd Qc,Two Pair,1,59.94,3,58.34,1.60
As Ks Kh Qd Qc,Two Pair,1,59.94,4,52.45,7.49
As Ks Kh Qd Qc,Two Pair,1,59.94,5,49.26,10.68
As Ks Kh Qd Tc,Pair,3,58.66,0,26.79,31.87
As Ks Kh Qd Tc,Pair,3,58.66,1,44.04,14.62
As Ks Kh Qd Tc,Pair,3,58.66,2,54.63,4.03
As Ks Kh Qd Tc,Pair,3,58.66,4,52.85,5.81
As Ks Kh Qd Tc,Pair,3,58.66,5,49.09,9.57
As Ks Kh Qd Td,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qd Td,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qd Td,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qd Td,Pair,3,58.65,4,52.84,5.81
As Ks Kh Qd Td,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qd Th,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qd Th,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qd Th,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qd Th,Pair,3,58.65,4,52.84,5.81
As Ks Kh Qd Th,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qd Ts,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qd Ts,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qd Ts,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qd Ts,Pair,3,58.65,4,52.83,5.82
As Ks Kh Qd Ts,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qd W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kh Qd W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kh Qd W,Three of a Kind,2,92.76,3,89.79,2.97
As Ks Kh Qd W,Three of a Kind,2,92.76,4,88.35,4.41
As Ks Kh Qh Jc,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qh Jc,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qh Jc,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qh Jc,Pair,3,58.65,4,52.81,5.84
As Ks Kh Qh Jc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qh Jd,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qh Jd,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qh Jd,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qh Jd,Pair,3,58.65,4,52.81,5.84
As Ks Kh Qh Jd,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qh Jh,Pair,3,58.64,0,27.61,31.03
As Ks Kh Qh Jh,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qh Jh,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qh Jh,Pair,3,58.64,4,52.80,5.84
As Ks Kh Qh Jh,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qh Js,Pair,3,58.64,0,27.61,31.03
As Ks Kh Qh Js,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qh Js,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qh Js,Pair,3,58.64,4,52.80,5.84
As Ks Kh Qh Js,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qh Qc,Two Pair,1,59.92,0,44.23,15.69
As Ks Kh Qh Qc,Two Pair,1,59.92,2,53.66,6.26
As Ks Kh Qh Qc,Two Pair,1,59.92,3,58.33,1.59
As Ks Kh Qh Qc,Two Pair,1,59.92,4,52.44,7.48
As Ks Kh Qh Qc,Two Pair,1,59.92,5,49.27,10.65
As Ks Kh Qh Qd,Two Pair,1,59.92,0,44.23,15.69
As Ks Kh Qh Qd,Two Pair,1,59.92,2,53.66,6.26
As Ks Kh Qh Qd,Two Pair,1,59.92,3,58.33,1.59
As Ks Kh Qh Qd,Two Pair,1,59.92,4,52.44,7.48
As Ks Kh Qh Qd,Two Pair,1,59.92,5,49.27,10.65
As Ks Kh Qh Tc,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qh Tc,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qh Tc,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qh Tc,Pair,3,58.65,4,52.84,5.81
As Ks Kh Qh Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qh Td,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qh Td,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qh Td,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qh Td,Pair,3,58.65,4,52.84,5.81
As Ks Kh Qh Td,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qh Th,Pair,3,58.64,0,26.79,31.85
As Ks Kh Qh Th,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qh Th,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qh Th,Pair,3,58.64,4,52.83,5.81
As Ks Kh Qh Th,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qh Ts,Pair,3,58.64,0,26.79,31.85
As Ks Kh Qh Ts,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qh Ts,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qh Ts,Pair,3,58.64,4,52.83,5.81
As Ks Kh Qh Ts,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qh W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kh Qh W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kh Qh W,Three of a Kind,2,92.75,3,89.79,2.96
As Ks Kh Qh W,Three of a Kind,2,92.75,4,88.37,4.38
As Ks Kh Qs Jc,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qs Jc,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qs Jc,Pair,3,58.65,2,54.61,4.04
As Ks Kh Qs Jc,Pair,3,58.65,4,52.80,5.85
As Ks Kh Qs Jc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qs Jd,Pair,3,58.65,0,27.61,31.04
As Ks Kh Qs Jd,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qs Jd,Pair,3,58.65,2,54.61,4.04
As Ks Kh Qs Jd,Pair,3,58.65,4,52.80,5.85
As Ks Kh Qs Jd,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qs Jh,Pair,3,58.64,0,27.61,31.03
As Ks Kh Qs Jh,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qs Jh,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qs Jh,Pair,3,58.64,4,52.80,5.84
As Ks Kh Qs Jh,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qs Js,Pair,3,58.64,0,27.61,31.03
As Ks Kh Qs Js,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qs Js,Pair,3,58.64,2,54.60,4.04
As Ks Kh Qs Js,Pair,3,58.64,4,52.80,5.84
As Ks Kh Qs Js,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qs Qc,Two Pair,1,59.91,0,44.23,15.68
As Ks Kh Qs Qc,Two Pair,1,59.91,2,53.66,6.25
As Ks Kh Qs Qc,Two Pair,1,59.91,3,58.32,1.59
As Ks Kh Qs Qc,Two Pair,1,59.91,4,52.44,7.47
As Ks Kh Qs Qc,Two Pair,1,59.91,5,49.27,10.64
As Ks Kh Qs Qd,Two Pair,1,59.91,0,44.23,15.68
As Ks Kh Qs Qd,Two Pair,1,59.91,2,53.66,6.25
As Ks Kh Qs Qd,Two Pair,1,59.91,3,58.32,1.59
As Ks Kh Qs Qd,Two Pair,1,59.91,4,52.44,7.47
As Ks Kh Qs Qd,Two Pair,1,59.91,5,49.27,10.64
As Ks Kh Qs Qh,Two Pair,1,59.89,0,44.23,15.66
As Ks Kh Qs Qh,Two Pair,1,59.89,2,53.65,6.24
As Ks Kh Qs Qh,Two Pair,1,59.89,3,58.31,1.58
As Ks Kh Qs Qh,Two Pair,1,59.89,4,52.43,7.46
As Ks Kh Qs Qh,Two Pair,1,59.89,5,49.28,10.61
As Ks Kh Qs Tc,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qs Tc,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qs Tc,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qs Tc,Pair,3,58.65,4,52.83,5.82
As Ks Kh Qs Tc,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qs Td,Pair,3,58.65,0,26.79,31.86
As Ks Kh Qs Td,Pair,3,58.65,1,44.04,14.61
As Ks Kh Qs Td,Pair,3,58.65,2,54.62,4.03
As Ks Kh Qs Td,Pair,3,58.65,4,52.83,5.82
As Ks Kh Qs Td,Pair,3,58.65,5,49.10,9.55
As Ks Kh Qs Th,Pair,3,58.64,0,26.79,31.85
As Ks Kh Qs Th,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qs Th,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qs Th,Pair,3,58.64,4,52.83,5.81
As Ks Kh Qs Th,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qs Ts,Pair,3,58.64,0,26.79,31.85
As Ks Kh Qs Ts,Pair,3,58.64,1,44.04,14.60
As Ks Kh Qs Ts,Pair,3,58.64,2,54.61,4.03
As Ks Kh Qs Ts,Pair,3,58.64,4,52.83,5.81
As Ks Kh Qs Ts,Pair,3,58.64,5,49.11,9.53
As Ks Kh Qs W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kh Qs W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kh Qs W,Three of a Kind,2,92.75,3,89.77,2.98
As Ks Kh Qs W,Three of a Kind,2,92.75,4,88.37,4.38
As Ks Kh Tc W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kh Tc W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kh Tc W,Three of a Kind,2,92.76,3,89.47,3.29
As Ks Kh Tc W,Three of a Kind,2,92.76,4,87.58,5.18
As Ks Kh Td Tc,Two Pair,3,58.34,0,41.76,16.58
As Ks Kh Td Tc,Two Pair,3,58.34,1,57.60,0.74
As Ks Kh Td Tc,Two Pair,3,58.34,2,53.68,4.66
As Ks Kh Td Tc,Two Pair,3,58.34,4,52.52,5.82
As Ks Kh Td Tc,Two Pair,3,58.34,5,49.26,9.08
As Ks Kh Td W,Three of a Kind,2,92.76,0,88.32,4.44
As Ks Kh Td W,Three of a Kind,2,92.76,1,91.82,0.94
As Ks Kh Td W,Three of a Kind,2,92.76,3,89.47,3.29
As Ks Kh Td W,Three of a Kind,2,92.76,4,87.58,5.18
As Ks Kh Th Tc,Two Pair,3,58.33,0,41.76,16.57
As Ks Kh Th Tc,Two Pair,3,58.33,1,57.59,0.74
As Ks Kh Th Tc,Two Pair,3,58.33,2,53.67,4.66
As Ks Kh Th Tc,Two Pair,3,58.33,4,52.51,5.82
As Ks Kh Th Tc,Two Pair,3,58.33,5,49.27,9.06
As Ks Kh Th Td,Two Pair,3,58.33,0,41.76,16.57
As Ks Kh Th Td,Two Pair,3,58.33,1,57.59,0.74
As Ks Kh Th Td,Two Pair,3,58.33,2,53.67,4.66
As Ks Kh Th Td,Two Pair,3,58.33,4,52.51,5.82
As Ks Kh Th Td,Two Pair,3,58.33,5,49.27,9.06
As Ks Kh Th W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kh Th W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kh Th W,Three of a Kind,2,92.75,3,89.47,3.28
As Ks Kh Th W,Three of a Kind,2,92.75,4,87.59,5.16
As Ks Kh Ts Tc,Two Pair,3,58.33,0,41.76,16.57
As Ks Kh Ts Tc,Two Pair,3,58.33,1,57.58,0.75
As Ks Kh Ts Tc,Two Pair,3,58.33,2,53.67,4.66
As Ks Kh Ts Tc,Two Pair,3,58.33,4,52.50,5.83
As Ks Kh Ts Tc,Two Pair,3,58.33,5,49.27,9.06
As Ks Kh Ts Td,Two Pair,3,58.33,0,41.76,16.57
As Ks Kh Ts Td,Two Pair,3,58.33,1,57.58,0.75
As Ks Kh Ts Td,Two Pair,3,58.33,2,53.67,4.66
As Ks Kh Ts Td,Two Pair,3,58.33,4,52.50,5.83
As Ks Kh Ts Td,Two Pair,3,58.33,5,49.27,9.06
As Ks Kh Ts Th,Two Pair,3,58.32,0,41.76,16.56
As Ks Kh Ts Th,Two Pair,3,58.32,1,57.56,0.76
As Ks Kh Ts Th,Two Pair,3,58.32,2,53.66,4.66
As Ks Kh Ts Th,Two Pair,3,58.32,4,52.50,5.82
As Ks Kh Ts Th,Two Pair,3,58.32,5,49.28,9.04
As Ks Kh Ts W,Three of a Kind,2,92.75,0,88.32,4.43
As Ks Kh Ts W,Three of a Kind,2,92.75,1,91.81,0.94
As Ks Kh Ts W,Three of a Kind,2,92.75,3,89.45,3.30
As Ks Kh Ts W,Three of a Kind,2,92.75,4,87.60,5.15
As Ks Qc Jc Tc,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jc Tc,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jc Tc,Straight,0,80.36,3,51.33,29.03
As Ks Qc Jc Tc,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jc Tc,Straight,0,80.36,5,48.88,31.48
As Ks Qc Jc Td,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jc Td,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jc Td,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jc Td,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jc Td,Straight,0,80.36,5,48.86,31.50
As Ks Qc Jc Th,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jc Th,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jc Th,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jc Th,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jc Th,Straight,0,80.36,5,48.86,31.50
As Ks Qc Jc Ts,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jc Ts,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jc Ts,Straight,0,80.36,3,51.26,29.10
As Ks Qc Jc Ts,Straight,0,80.36,4,53.13,27.23
As Ks Qc Jc Ts,Straight,0,80.36,5,48.88,31.48
As Ks Qc Jc W,Straight,2,90.03,0,89.84,0.19
As Ks Qc Jc W,Straight,2,90.03,1,88.84,1.19
As Ks Qc Jc W,Straight,2,90.03,3,89.83,0.20
As Ks Qc Jc W,Straight,2,90.03,4,88.38,1.65
As Ks Qc Jd Jc,Pair,4,52.85,0,13.60,39.25
As Ks Qc Jd Jc,Pair,4,52.85,1,41.39,11.46
As Ks Qc Jd Jc,Pair,4,52.85,2,48.24,4.61
As Ks Qc Jd Jc,Pair,4,52.85,3,51.76,1.09
As Ks Qc Jd Jc,Pair,4,52.85,5,49.10,3.75
As Ks Qc Jd Tc,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jd Tc,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jd Tc,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jd Tc,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jd Tc,Straight,0,80.36,5,48.86,31.50
As Ks Qc Jd Td,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jd Td,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jd Td,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jd Td,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jd Td,Straight,0,80.36,5,48.86,31.50
As Ks Qc Jd Th,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jd Th,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jd Th,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jd Th,Straight,0,80.36,4,53.15,27.21
As Ks Qc Jd Th,Straight,0,80.36,5,48.85,31.51
As Ks Qc Jd Ts,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jd Ts,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jd Ts,Straight,0,80.36,3,51.26,29.10
As Ks Qc Jd Ts,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jd Ts,Straight,0,80.36,5,48.87,31.49
As Ks Qc Jd W,Straight,2,90.03,0,89.84,0.19
As Ks Qc Jd W,Straight,2,90.03,1,88.84,1.19
As Ks Qc Jd W,Straight,2,90.03,3,89.83,0.20
As Ks Qc Jd W,Straight,2,90.03,4,88.37,1.66
As Ks Qc Jh Jc,Pair,4,52.85,0,13.60,39.25
As Ks Qc Jh Jc,Pair,4,52.85,1,41.39,11.46
As Ks Qc Jh Jc,Pair,4,52.85,2,48.24,4.61
As Ks Qc Jh Jc,Pair,4,52.85,3,51.76,1.09
As Ks Qc Jh Jc,Pair,4,52.85,5,49.10,3.75
As Ks Qc Jh Jd,Pair,4,52.86,0,13.60,39.26
As Ks Qc Jh Jd,Pair,4,52.86,1,41.39,11.47
As Ks Qc Jh Jd,Pair,4,52.86,2,48.24,4.62
As Ks Qc Jh Jd,Pair,4,52.86,3,51.77,1.09
As Ks Qc Jh Jd,Pair,4,52.86,5,49.09,3.77
As Ks Qc Jh Tc,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jh Tc,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jh Tc,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jh Tc,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jh Tc,Straight,0,80.36,5,48.86,31.50
As Ks Qc Jh Td,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jh Td,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jh Td,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jh Td,Straight,0,80.36,4,53.15,27.21
As Ks Qc Jh Td,Straight,0,80.36,5,48.85,31.51
As Ks Qc Jh Th,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jh Th,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jh Th,Straight,0,80.36,3,51.34,29.02
As Ks Qc Jh Th,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jh Th,Straight,0,80.36,5,48.86,31.50
As Ks Qc Jh Ts,Straight,0,80.36,1,37.76,42.60
As Ks Qc Jh Ts,Straight,0,80.36,2,44.63,35.73
As Ks Qc Jh Ts,Straight,0,80.36,3,51.26,29.10
As Ks Qc Jh Ts,Straight,0,80.36,4,53.14,27.22
As Ks Qc Jh Ts,Straight,0,80.36,5,48.87,31.49
As Ks Qc Jh W,Straight,2,90.03,0,89.84,0.19
As Ks Qc Jh W,Straight,2,90.03,1,88.84,1.19
As Ks Qc Jh W,Straight,2,90.03,3,89.83,0.20
As Ks Qc Jh W,Straight,2,90.03,4,88.37,1.66
As Ks Qc Js Jc,Pair,4,52.84,0,13.60,39.24
As Ks Qc Js Jc,Pair,4,52.84,1,41.39,11.45
As Ks Qc Js Jc,Pair,4,52.84,2,48.23,4.61
As Ks Qc Js Jc,Pair,4,52.84,3,51.75,1.09
As Ks Qc Js Jc,Pair,4,52.84,5,49.11,3.73
As Ks Qc Js Jd,Pair,4,52.85,0,13.60,39.25
As Ks Qc Js Jd,Pair,4,52.85,1,41.39,11.46
As Ks Qc Js Jd,Pair,4,52.85,2,48.24,4.61
As Ks Qc Js Jd,Pair,4,52.85,3,51.76,1.09
As Ks Qc Js Jd,Pair,4,52.85,5,49.10,3.75
As Ks Qc Js Jh,Pair,4,52.85,0,13.60,39.25
As Ks Qc Js Jh,Pair,4,52.85,1,41.39,11.46
As Ks Qc Js Jh,Pair,4,52.85,2,48.24,4.61
As Ks Qc Js Jh,Pair,4,52.85,3,51.76,1.09
As Ks Qc Js Jh,Pair,4,52.85,5,49.10,3.75
As Ks Qc Js Tc,Straight,0,80.36,1,37.76,42.60
As Ks Qc Js Tc,Straight,0,80.36,2,44.63,35.73
As Ks Qc Js Tc,Straight,0,80.36,3,51.26,29.10
As Ks Qc Js Tc,Straight,0,80.36,4,53.13,27.23
As Ks Qc Js Tc,Straight,0,80.36,5,48.88,31.48
As Ks Qc Js Td,Straight,0,80.36,1,37.76,42.60
As Ks Qc Js Td,Straight,0,80.36,2,44.63,35.73
As Ks Qc Js Td,Straight,0,80.36,3,51.26,29.10
As Ks Qc Js Td,Straight,0,80.36,4,53.14,27.22
As Ks Qc Js Td,Straight,0,80.36,5,48.87,31.49
As Ks Qc Js Th,Straight,0,80.36,1,37.76,42.60
As Ks Qc Js Th,Straight,0,80.36,2,44.63,35.73
As Ks Qc Js Th,Straight,0,80.36,3,51.26,29.10
As Ks Qc Js Th,Straight,0,80.36,4,53.14,27.22
As Ks Qc Js Th,Straight,0,80.36,5,48.87,31.49
As Ks Qc Js Ts,Straight,0,80.36,1,37.76,42.60
As Ks Qc Js Ts,Straight,0,80.36,2,44.63,35.73
As Ks Qc Js Ts,Straight,0,80.36,3,51.24,29.12
As Ks Qc Js Ts,Straight,0,80.36,4,53.13,27.23
As Ks Qc Js Ts,Straight,0,80.36,5,48.88,31.48
As Ks Qc Js W,Straight,2,89.86,0,89.84,0.02
As Ks Qc Js W,Straight,2,89.86,1,89.77,0.09
As Ks Qc Js W,Straight,2,89.86,3,89.81,0.05
As Ks Qc Js W,Straight,2,89.86,4,88.39,1.47
As Ks Qc Tc W,Straight,2,89.96,0,89.84,0.12
As Ks Qc Tc W,Straight,2,89.96,1,88.84,1.12
As Ks Qc Tc W,Straight,2,89.96,3,89.66,0.30
As Ks Qc Tc W,Straight,2,89.96,4,87.98,1.98
As Ks Qc Td Tc,Pair,4,52.89,0,2.47,50.42
