Hand,Hand Type,Optimal k,Optimal Win %,Alternative k,Alternative Win %,Deception Cost (Δ%)
Ad Ks Qs Qh Th,Pair,3,54.95,0,19.78,35.17
Ad Ks Qs Qh Th,Pair,3,54.95,1,39.59,15.36
Ad Ks Qs Qh Th,Pair,3,54.95,2,51.28,3.67
Ad Ks Qs Qh Th,Pair,3,54.95,4,52.89,2.06
Ad Ks Qs Qh Th,Pair,3,54.95,5,49.10,5.85
Ad Ks Qs Qh Ts,Pair,3,54.95,0,19.78,35.17
Ad Ks Qs Qh Ts,Pair,3,54.95,1,39.59,15.36
Ad Ks Qs Qh Ts,Pair,3,54.95,2,51.27,3.68
Ad Ks Qs Qh Ts,Pair,3,54.95,4,52.89,2.06
Ad Ks Qs Qh Ts,Pair,3,54.95,5,49.10,5.85
Ad Ks Qs Qh W,Three of a Kind,2,91.96,0,86.90,5.06
Ad Ks Qs Qh W,Three of a Kind,2,91.96,1,90.70,1.26
Ad Ks Qs Qh W,Three of a Kind,2,91.96,3,89.81,2.15
Ad Ks Qs Qh W,Three of a Kind,2,91.96,4,88.27,3.69
Ad Ks Qs Tc W,Straight,0,89.84,1,88.84,1.00
Ad Ks Qs Tc W,Straight,0,89.84,2,89.71,0.13
Ad Ks Qs Tc W,Straight,0,89.84,3,89.72,0.12
Ad Ks Qs Tc W,Straight,0,89.84,4,87.96,1.88
Ad Ks Qs Td Tc,Pair,4,52.89,0,2.47,50.42
Ad Ks Qs Td Tc,Pair,4,52.89,1,39.37,13.52
Ad Ks Qs Td Tc,Pair,4,52.89,2,42.98,9.91
Ad Ks Qs Td Tc,Pair,4,52.89,3,50.33,2.56
Ad Ks Qs Td Tc,Pair,4,52.89,5,49.10,3.79
Ad Ks Qs Td W,Straight,0,89.84,1,88.84,1.00
Ad Ks Qs Td W,Straight,0,89.84,2,89.71,0.13
Ad Ks Qs Td W,Straight,0,89.84,3,89.66,0.18
Ad Ks Qs Td W,Straight,0,89.84,4,87.98,1.86
Ad Ks Qs Th Tc,Pair,4,52.92,0,2.47,50.45
Ad Ks Qs Th Tc,Pair,4,52.92,1,39.37,13.55
Ad Ks Qs Th Tc,Pair,4,52.92,2,42.98,9.94
Ad Ks Qs Th Tc,Pair,4,52.92,3,50.33,2.59
Ad Ks Qs Th Tc,Pair,4,52.92,5,49.09,3.83
Ad Ks Qs Th Td,Pair,4,52.89,0,2.47,50.42
Ad Ks Qs Th Td,Pair,4,52.89,1,39.37,13.52
Ad Ks Qs Th Td,Pair,4,52.89,2,42.98,9.91
Ad Ks Qs Th Td,Pair,4,52.89,3,50.33,2.56
Ad Ks Qs Th Td,Pair,4,52.89,5,49.10,3.79
Ad Ks Qs Th W,Straight,0,89.84,1,88.84,1.00
Ad Ks Qs Th W,Straight,0,89.84,2,89.71,0.13
Ad Ks Qs Th W,Straight,0,89.84,3,89.72,0.12
Ad Ks Qs Th W,Straight,0,89.84,4,87.96,1.88
Ad Ks Qs Ts Tc,Pair,4,52.91,0,2.47,50.44
Ad Ks Qs Ts Tc,Pair,4,52.91,1,39.37,13.54
Ad Ks Qs Ts Tc,Pair,4,52.91,2,42.98,9.93
Ad Ks Qs Ts Tc,Pair,4,52.91,3,50.33,2.58
Ad Ks Qs Ts Tc,Pair,4,52.91,5,49.10,3.81
Ad Ks Qs Ts Td,Pair,4,52.88,0,2.47,50.41
Ad Ks Qs Ts Td,Pair,4,52.88,1,39.37,13.51
Ad Ks Qs Ts Td,Pair,4,52.88,2,42.98,9.90
Ad Ks Qs Ts Td,Pair,4,52.88,3,50.32,2.56
Ad Ks Qs Ts Td,Pair,4,52.88,5,49.11,3.77
Ad Ks Qs Ts Th,Pair,4,52.91,0,2.47,50.44
Ad Ks Qs Ts Th,Pair,4,52.91,1,39.37,13.54
Ad Ks Qs Ts Th,Pair,4,52.91,2,42.98,9.93
Ad Ks Qs Ts Th,Pair,4,52.91,3,50.33,2.58
Ad Ks Qs Ts Th,Pair,4,52.91,5,49.10,3.81
Ad Ks Qs Ts W,Straight,0,89.84,1,88.84,1.00
Ad Ks Qs Ts W,Straight,0,89.84,2,89.71,0.13
Ad Ks Qs Ts W,Straight,0,89.84,3,89.72,0.12
Ad Ks Qs Ts W,Straight,0,89.84,4,87.98,1.86
Ad Ks Td Tc W,Three of a Kind,2,89.52,0,77.20,12.32
Ad Ks Td Tc W,Three of a Kind,2,89.52,1,87.56,1.96
Ad Ks Td Tc W,Three of a Kind,2,89.52,3,89.51,0.01
Ad Ks Td Tc W,Three of a Kind,2,89.52,4,87.73,1.79
Ad Ks Th Tc W,Three of a Kind,3,89.57,0,77.20,12.37
Ad Ks Th Tc W,Three of a Kind,3,89.57,1,87.56,2.01
Ad Ks Th Tc W,Three of a Kind,3,89.57,2,89.52,0.05
Ad Ks Th Tc W,Three of a Kind,3,89.57,4,87.72,1.85
Ad Ks Th Td Tc,Three of a Kind,2,66.75,0,51.85,14.90
Ad Ks Th Td Tc,Three of a Kind,2,66.75,1,63.91,2.84
Ad Ks Th Td Tc,Three of a Kind,2,66.75,3,48.21,18.54
Ad Ks Th Td Tc,Three of a Kind,2,66.75,4,52.10,14.65
Ad Ks Th Td Tc,Three of a Kind,2,66.75,5,49.61,17.14
Ad Ks Th Td W,Three of a Kind,2,89.52,0,77.20,12.32
Ad Ks Th Td W,Three of a Kind,2,89.52,1,87.56,1.96
Ad Ks Th Td W,Three of a Kind,2,89.52,3,89.51,0.01
Ad Ks Th Td W,Three of a Kind,2,89.52,4,87.73,1.79
Ad Ks Ts Tc W,Three of a Kind,3,89.56,0,77.20,12.36
Ad Ks Ts Tc W,Three of a Kind,3,89.56,1,87.56,2.00
Ad Ks Ts Tc W,Three of a Kind,3,89.56,2,89.52,0.04
Ad Ks Ts Tc W,Three of a Kind,3,89.56,4,87.73,1.83
Ad Ks Ts Td Tc,Three of a Kind,2,66.73,0,51.85,14.88
Ad Ks Ts Td Tc,Three of a Kind,2,66.73,1,63.89,2.84
Ad Ks Ts Td Tc,Three of a Kind,2,66.73,3,48.20,18.53
Ad Ks Ts Td Tc,Three of a Kind,2,66.73,4,52.09,14.64
Ad Ks Ts Td Tc,Three of a Kind,2,66.73,5,49.61,17.12
Ad Ks Ts Td W,Three of a Kind,2,89.51,0,77.20,12.31
Ad Ks Ts Td W,Three of a Kind,2,89.51,1,87.56,1.95
Ad Ks Ts Td W,Three of a Kind,2,89.51,3,89.51,0.00
Ad Ks Ts Td W,Three of a Kind,2,89.51,4,87.75,1.76
Ad Ks Ts Th Tc,Three of a Kind,2,66.75,0,51.85,14.90
Ad Ks Ts Th Tc,Three of a Kind,2,66.75,1,63.91,2.84
Ad Ks Ts Th Tc,Three of a Kind,2,66.75,3,48.21,18.54
Ad Ks Ts Th Tc,Three of a Kind,2,66.75,4,52.12,14.63
Ad Ks Ts Th Tc,Three of a Kind,2,66.75,5,49.61,17.14
Ad Ks Ts Th Td,Three of a Kind,2,66.73,0,51.85,14.88
Ad Ks Ts Th Td,Three of a Kind,2,66.73,1,63.89,2.84
Ad Ks Ts Th Td,Three of a Kind,2,66.73,3,48.20,18.53
Ad Ks Ts Th Td,Three of a Kind,2,66.73,4,52.09,14.64
Ad Ks Ts Th Td,Three of a Kind,2,66.73,5,49.61,17.12
Ad Ks Ts Th W,Three of a Kind,3,89.56,0,77.20,12.36
Ad Ks Ts Th W,Three of a Kind,3,89.56,1,87.56,2.00
Ad Ks Ts Th W,Three of a Kind,3,89.56,2,89.52,0.04
Ad Ks Ts Th W,Three of a Kind,3,89.56,4,87.73,1.83
Ad Qc Jc Tc W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jc Tc W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jc Tc W,Straight,0,89.84,3,89.39,0.45
Ad Qc Jc Tc W,Straight,0,89.84,4,87.16,2.68
Ad Qc Jc Td Tc,Pair,4,52.96,0,0.82,52.14
Ad Qc Jc Td Tc,Pair,4,52.96,1,34.27,18.69
Ad Qc Jc Td Tc,Pair,4,52.96,2,42.57,10.39
Ad Qc Jc Td Tc,Pair,4,52.96,3,48.12,4.84
Ad Qc Jc Td Tc,Pair,4,52.96,5,49.11,3.85
Ad Qc Jc Td W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jc Td W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jc Td W,Straight,0,89.84,3,89.33,0.51
Ad Qc Jc Td W,Straight,0,89.84,4,87.16,2.68
Ad Qc Jc Th Tc,Pair,4,52.99,0,0.82,52.17
Ad Qc Jc Th Tc,Pair,4,52.99,1,34.27,18.72
Ad Qc Jc Th Tc,Pair,4,52.99,2,42.58,10.41
Ad Qc Jc Th Tc,Pair,4,52.99,3,48.13,4.86
Ad Qc Jc Th Tc,Pair,4,52.99,5,49.10,3.89
Ad Qc Jc Th Td,Pair,4,52.96,0,0.82,52.14
Ad Qc Jc Th Td,Pair,4,52.96,1,34.27,18.69
Ad Qc Jc Th Td,Pair,4,52.96,2,42.58,10.38
Ad Qc Jc Th Td,Pair,4,52.96,3,48.13,4.83
Ad Qc Jc Th Td,Pair,4,52.96,5,49.10,3.86
Ad Qc Jc Th W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jc Th W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jc Th W,Straight,0,89.84,3,89.39,0.45
Ad Qc Jc Th W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jc Ts Tc,Pair,4,52.99,0,0.82,52.17
Ad Qc Jc Ts Tc,Pair,4,52.99,1,34.27,18.72
Ad Qc Jc Ts Tc,Pair,4,52.99,2,42.58,10.41
Ad Qc Jc Ts Tc,Pair,4,52.99,3,48.13,4.86
Ad Qc Jc Ts Tc,Pair,4,52.99,5,49.10,3.89
Ad Qc Jc Ts Td,Pair,4,52.96,0,0.82,52.14
Ad Qc Jc Ts Td,Pair,4,52.96,1,34.27,18.69
Ad Qc Jc Ts Td,Pair,4,52.96,2,42.58,10.38
Ad Qc Jc Ts Td,Pair,4,52.96,3,48.13,4.83
Ad Qc Jc Ts Td,Pair,4,52.96,5,49.10,3.86
Ad Qc Jc Ts Th,Pair,4,53.00,0,0.82,52.18
Ad Qc Jc Ts Th,Pair,4,53.00,1,34.27,18.73
Ad Qc Jc Ts Th,Pair,4,53.00,2,42.59,10.41
Ad Qc Jc Ts Th,Pair,4,53.00,3,48.13,4.87
Ad Qc Jc Ts Th,Pair,4,53.00,5,49.09,3.91
Ad Qc Jc Ts W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jc Ts W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jc Ts W,Straight,0,89.84,3,89.39,0.45
Ad Qc Jc Ts W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jd Jc Tc,Pair,4,52.94,0,7.83,45.11
Ad Qc Jd Jc Tc,Pair,4,52.94,1,34.50,18.44
Ad Qc Jd Jc Tc,Pair,4,52.94,2,45.56,7.38
Ad Qc Jd Jc Tc,Pair,4,52.94,3,48.53,4.41
Ad Qc Jd Jc Tc,Pair,4,52.94,5,49.11,3.83
Ad Qc Jd Jc Td,Pair,4,52.93,0,7.83,45.10
Ad Qc Jd Jc Td,Pair,4,52.93,1,34.50,18.43
Ad Qc Jd Jc Td,Pair,4,52.93,2,45.56,7.37
Ad Qc Jd Jc Td,Pair,4,52.93,3,48.53,4.40
Ad Qc Jd Jc Td,Pair,4,52.93,5,49.11,3.82
Ad Qc Jd Jc Th,Pair,4,52.95,0,7.83,45.12
Ad Qc Jd Jc Th,Pair,4,52.95,1,34.50,18.45
Ad Qc Jd Jc Th,Pair,4,52.95,2,45.57,7.38
Ad Qc Jd Jc Th,Pair,4,52.95,3,48.54,4.41
Ad Qc Jd Jc Th,Pair,4,52.95,5,49.10,3.85
Ad Qc Jd Jc Ts,Pair,4,52.95,0,7.83,45.12
Ad Qc Jd Jc Ts,Pair,4,52.95,1,34.50,18.45
Ad Qc Jd Jc Ts,Pair,4,52.95,2,45.57,7.38
Ad Qc Jd Jc Ts,Pair,4,52.95,3,48.54,4.41
Ad Qc Jd Jc Ts,Pair,4,52.95,5,49.10,3.85
Ad Qc Jd Jc W,Three of a Kind,3,89.47,0,82.05,7.42
Ad Qc Jd Jc W,Three of a Kind,3,89.47,1,87.61,1.86
Ad Qc Jd Jc W,Three of a Kind,3,89.47,2,89.01,0.46
Ad Qc Jd Jc W,Three of a Kind,3,89.47,4,87.62,1.85
Ad Qc Jd Tc W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jd Tc W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jd Tc W,Straight,0,89.84,3,89.33,0.51
Ad Qc Jd Tc W,Straight,0,89.84,4,87.16,2.68
Ad Qc Jd Td Tc,Pair,4,52.95,0,0.82,52.13
Ad Qc Jd Td Tc,Pair,4,52.95,1,34.27,18.68
Ad Qc Jd Td Tc,Pair,4,52.95,2,42.57,10.38
Ad Qc Jd Td Tc,Pair,4,52.95,3,48.12,4.83
Ad Qc Jd Td Tc,Pair,4,52.95,5,49.11,3.84
Ad Qc Jd Td W,Straight,0,89.84,1,87.19,2.65
Ad Qc Jd Td W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jd Td W,Straight,0,89.84,3,89.31,0.53
Ad Qc Jd Td W,Straight,0,89.84,4,87.16,2.68
Ad Qc Jd Th Tc,Pair,4,52.96,0,0.82,52.14
Ad Qc Jd Th Tc,Pair,4,52.96,1,34.27,18.69
Ad Qc Jd Th Tc,Pair,4,52.96,2,42.58,10.38
Ad Qc Jd Th Tc,Pair,4,52.96,3,48.13,4.83
Ad Qc Jd Th Tc,Pair,4,52.96,5,49.10,3.86
Ad Qc Jd Th Td,Pair,4,52.96,0,0.82,52.14
Ad Qc Jd Th Td,Pair,4,52.96,1,34.27,18.69
Ad Qc Jd Th Td,Pair,4,52.96,2,42.58,10.38
Ad Qc Jd Th Td,Pair,4,52.96,3,48.13,4.83
Ad Qc Jd Th Td,Pair,4,52.96,5,49.10,3.86
Ad Qc Jd Th W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jd Th W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jd Th W,Straight,0,89.84,3,89.33,0.51
Ad Qc Jd Th W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jd Ts Tc,Pair,4,52.96,0,0.82,52.14
Ad Qc Jd Ts Tc,Pair,4,52.96,1,34.27,18.69
Ad Qc Jd Ts Tc,Pair,4,52.96,2,42.58,10.38
Ad Qc Jd Ts Tc,Pair,4,52.96,3,48.13,4.83
Ad Qc Jd Ts Tc,Pair,4,52.96,5,49.10,3.86
Ad Qc Jd Ts Td,Pair,4,52.96,0,0.82,52.14
Ad Qc Jd Ts Td,Pair,4,52.96,1,34.27,18.69
Ad Qc Jd Ts Td,Pair,4,52.96,2,42.58,10.38
Ad Qc Jd Ts Td,Pair,4,52.96,3,48.13,4.83
Ad Qc Jd Ts Td,Pair,4,52.96,5,49.10,3.86
Ad Qc Jd Ts Th,Pair,4,52.97,0,0.82,52.15
Ad Qc Jd Ts Th,Pair,4,52.97,1,34.27,18.70
Ad Qc Jd Ts Th,Pair,4,52.97,2,42.59,10.38
Ad Qc Jd Ts Th,Pair,4,52.97,3,48.13,4.84
Ad Qc Jd Ts Th,Pair,4,52.97,5,49.09,3.88
Ad Qc Jd Ts W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jd Ts W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jd Ts W,Straight,0,89.84,3,89.33,0.51
Ad Qc Jd Ts W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jh Jc Tc,Pair,4,52.97,0,7.83,45.14
Ad Qc Jh Jc Tc,Pair,4,52.97,1,34.50,18.47
Ad Qc Jh Jc Tc,Pair,4,52.97,2,45.57,7.40
Ad Qc Jh Jc Tc,Pair,4,52.97,3,48.54,4.43
Ad Qc Jh Jc Tc,Pair,4,52.97,5,49.10,3.87
Ad Qc Jh Jc Td,Pair,4,52.95,0,7.83,45.12
Ad Qc Jh Jc Td,Pair,4,52.95,1,34.50,18.45
Ad Qc Jh Jc Td,Pair,4,52.95,2,45.57,7.38
Ad Qc Jh Jc Td,Pair,4,52.95,3,48.54,4.41
Ad Qc Jh Jc Td,Pair,4,52.95,5,49.10,3.85
Ad Qc Jh Jc Th,Pair,4,52.97,0,7.83,45.14
Ad Qc Jh Jc Th,Pair,4,52.97,1,34.50,18.47
Ad Qc Jh Jc Th,Pair,4,52.97,2,45.57,7.40
Ad Qc Jh Jc Th,Pair,4,52.97,3,48.54,4.43
Ad Qc Jh Jc Th,Pair,4,52.97,5,49.10,3.87
Ad Qc Jh Jc Ts,Pair,4,52.98,0,7.83,45.15
Ad Qc Jh Jc Ts,Pair,4,52.98,1,34.50,18.48
Ad Qc Jh Jc Ts,Pair,4,52.98,2,45.58,7.40
Ad Qc Jh Jc Ts,Pair,4,52.98,3,48.55,4.43
Ad Qc Jh Jc Ts,Pair,4,52.98,5,49.09,3.89
Ad Qc Jh Jc W,Three of a Kind,3,89.52,0,82.05,7.47
Ad Qc Jh Jc W,Three of a Kind,3,89.52,1,87.61,1.91
Ad Qc Jh Jc W,Three of a Kind,3,89.52,2,89.02,0.50
Ad Qc Jh Jc W,Three of a Kind,3,89.52,4,87.60,1.92
Ad Qc Jh Jd Jc,Three of a Kind,2,73.44,0,61.70,11.74
Ad Qc Jh Jd Jc,Three of a Kind,2,73.44,1,70.88,2.56
Ad Qc Jh Jd Jc,Three of a Kind,2,73.44,3,46.27,27.17
Ad Qc Jh Jd Jc,Three of a Kind,2,73.44,4,52.13,21.31
Ad Qc Jh Jd Jc,Three of a Kind,2,73.44,5,49.61,23.83
Ad Qc Jh Jd Tc,Pair,4,52.95,0,7.83,45.12
Ad Qc Jh Jd Tc,Pair,4,52.95,1,34.50,18.45
Ad Qc Jh Jd Tc,Pair,4,52.95,2,45.57,7.38
Ad Qc Jh Jd Tc,Pair,4,52.95,3,48.54,4.41
Ad Qc Jh Jd Tc,Pair,4,52.95,5,49.10,3.85
Ad Qc Jh Jd Td,Pair,4,52.94,0,7.83,45.11
Ad Qc Jh Jd Td,Pair,4,52.94,1,34.50,18.44
Ad Qc Jh Jd Td,Pair,4,52.94,2,45.57,7.37
Ad Qc Jh Jd Td,Pair,4,52.94,3,48.54,4.40
Ad Qc Jh Jd Td,Pair,4,52.94,5,49.10,3.84
Ad Qc Jh Jd Th,Pair,4,52.95,0,7.83,45.12
Ad Qc Jh Jd Th,Pair,4,52.95,1,34.50,18.45
Ad Qc Jh Jd Th,Pair,4,52.95,2,45.57,7.38
Ad Qc Jh Jd Th,Pair,4,52.95,3,48.54,4.41
Ad Qc Jh Jd Th,Pair,4,52.95,5,49.10,3.85
Ad Qc Jh Jd Ts,Pair,4,52.95,0,7.83,45.12
Ad Qc Jh Jd Ts,Pair,4,52.95,1,34.50,18.45
Ad Qc Jh Jd Ts,Pair,4,52.95,2,45.58,7.37
Ad Qc Jh Jd Ts,Pair,4,52.95,3,48.55,4.40
Ad Qc Jh Jd Ts,Pair,4,52.95,5,49.09,3.86
Ad Qc Jh Jd W,Three of a Kind,3,89.47,0,82.05,7.42
Ad Qc Jh Jd W,Three of a Kind,3,89.47,1,87.61,1.86
Ad Qc Jh Jd W,Three of a Kind,3,89.47,2,89.02,0.45
Ad Qc Jh Jd W,Three of a Kind,3,89.47,4,87.60,1.87
Ad Qc Jh Tc W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jh Tc W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jh Tc W,Straight,0,89.84,3,89.39,0.45
Ad Qc Jh Tc W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jh Td Tc,Pair,4,52.96,0,0.82,52.14
Ad Qc Jh Td Tc,Pair,4,52.96,1,34.27,18.69
Ad Qc Jh Td Tc,Pair,4,52.96,2,42.58,10.38
Ad Qc Jh Td Tc,Pair,4,52.96,3,48.13,4.83
Ad Qc Jh Td Tc,Pair,4,52.96,5,49.10,3.86
Ad Qc Jh Td W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jh Td W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jh Td W,Straight,0,89.84,3,89.33,0.51
Ad Qc Jh Td W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jh Th Tc,Pair,4,52.99,0,0.82,52.17
Ad Qc Jh Th Tc,Pair,4,52.99,1,34.27,18.72
Ad Qc Jh Th Tc,Pair,4,52.99,2,42.58,10.41
Ad Qc Jh Th Tc,Pair,4,52.99,3,48.13,4.86
Ad Qc Jh Th Tc,Pair,4,52.99,5,49.10,3.89
Ad Qc Jh Th Td,Pair,4,52.96,0,0.82,52.14
Ad Qc Jh Th Td,Pair,4,52.96,1,34.27,18.69
Ad Qc Jh Th Td,Pair,4,52.96,2,42.58,10.38
Ad Qc Jh Th Td,Pair,4,52.96,3,48.13,4.83
Ad Qc Jh Th Td,Pair,4,52.96,5,49.10,3.86
Ad Qc Jh Th W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jh Th W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jh Th W,Straight,0,89.84,3,89.39,0.45
Ad Qc Jh Th W,Straight,0,89.84,4,87.14,2.70
Ad Qc Jh Ts Tc,Pair,4,53.00,0,0.82,52.18
Ad Qc Jh Ts Tc,Pair,4,53.00,1,34.27,18.73
Ad Qc Jh Ts Tc,Pair,4,53.00,2,42.59,10.41
Ad Qc Jh Ts Tc,Pair,4,53.00,3,48.13,4.87
Ad Qc Jh Ts Tc,Pair,4,53.00,5,49.09,3.91
Ad Qc Jh Ts Td,Pair,4,52.97,0,0.82,52.15
Ad Qc Jh Ts Td,Pair,4,52.97,1,34.27,18.70
Ad Qc Jh Ts Td,Pair,4,52.97,2,42.59,10.38
Ad Qc Jh Ts Td,Pair,4,52.97,3,48.13,4.84
Ad Qc Jh Ts Td,Pair,4,52.97,5,49.09,3.88
Ad Qc Jh Ts Th,Pair,4,53.00,0,0.82,52.18
Ad Qc Jh Ts Th,Pair,4,53.00,1,34.27,18.73
Ad Qc Jh Ts Th,Pair,4,53.00,2,42.59,10.41
Ad Qc Jh Ts Th,Pair,4,53.00,3,48.13,4.87
Ad Qc Jh Ts Th,Pair,4,53.00,5,49.09,3.91
Ad Qc Jh Ts W,Straight,0,89.84,1,86.59,3.25
Ad Qc Jh Ts W,Straight,0,89.84,2,88.41,1.43
Ad Qc Jh Ts W,Straight,0,89.84,3,89.39,0.45
Ad Qc Jh Ts W,Straight,0,89.84,4,87.12,2.72
Ad Qc Js Jc Tc,Pair,4,52.97,0,7.83,45.14
Ad Qc Js Jc Tc,Pair,4,52.97,1,34.50,18.47
Ad Qc Js Jc Tc,Pair,4,52.97,2,45.57,7.40
Ad Qc Js Jc Tc,Pair,4,52.97,3,48.54,4.43
Ad Qc Js Jc Tc,Pair,4,52.97,5,49.10,3.87
Ad Qc Js Jc Td,Pair,4,52.95,0,7.83,45.12
Ad Qc Js Jc Td,Pair,4,52.95,1,34.50,18.45
Ad Qc Js Jc Td,Pair,4,52.95,2,45.57,7.38
Ad Qc Js Jc Td,Pair,4,52.95,3,48.54,4.41
Ad Qc Js Jc Td,Pair,4,52.95,5,49.10,3.85
Ad Qc Js Jc Th,Pair,4,52.98,0,7.83,45.15
Ad Qc Js Jc Th,Pair,4,52.98,1,34.50,18.48
Ad Qc Js Jc Th,Pair,4,52.98,2,45.58,7.40
Ad Qc Js Jc Th,Pair,4,52.98,3,48.55,4.43
Ad Qc Js Jc Th,Pair,4,52.98,5,49.09,3.89
Ad Qc Js Jc Ts,Pair,4,52.97,0,7.83,45.14
Ad Qc Js Jc Ts,Pair,4,52.97,1,34.50,18.47
Ad Qc Js Jc Ts,Pair,4,52.97,2,45.57,7.40
Ad Qc Js Jc Ts,Pair,4,52.97,3,48.54,4.43
Ad Qc Js Jc Ts,Pair,4,52.97,5,49.10,3.87
Ad Qc Js Jc W,Three of a Kind,3,89.52,0,82.05,7.47
Ad Qc Js Jc W,Three of a Kind,3,89.52,1,87.61,1.91
Ad Qc Js Jc W,Three of a Kind,3,89.52,2,89.02,0.50
Ad Qc Js Jc W,Three of a Kind,3,89.52,4,87.60,1.92
Ad Qc Js Jd Jc,Three of a Kind,2,73.44,0,61.70,11.74
Ad Qc Js Jd Jc,Three of a Kind,2,73.44,1,70.88,2.56
Ad Qc Js Jd Jc,Three of a Kind,2,73.44,3,46.27,27.17
Ad Qc Js Jd Jc,Three of a Kind,2,73.44,4,52.13,21.31
Ad Qc Js Jd Jc,Three of a Kind,2,73.44,5,49.61,23.83
Ad Qc Js Jd Tc,Pair,4,52.95,0,7.83,45.12
Ad Qc Js Jd Tc,Pair,4,52.95,1,34.50,18.45
Ad Qc Js Jd Tc,Pair,4,52.95,2,45.57,7.38
Ad Qc Js Jd Tc,Pair,4,52.95,3,48.54,4.41
Ad Qc Js Jd Tc,Pair,4,52.95,5,49.10,3.85
Ad Qc Js Jd Td,Pair,4,52.94,0,7.83,45.11
Ad Qc Js Jd Td,Pair,4,52.94,1,34.50,18.44
Ad Qc Js Jd Td,Pair,4,52.94,2,45.57,7.37
Ad Qc Js Jd Td,Pair,4,52.94,3,48.54,4.40
Ad Qc Js Jd Td,Pair,4,52.94,5,49.10,3.84
Ad Qc Js Jd Th,Pair,4,52.95,0,7.83,45.12
Ad Qc Js Jd Th,Pair,4,52.95,1,34.50,18.45
Ad Qc Js Jd Th,Pair,4,52.95,2,45.58,7.37
Ad Qc Js Jd Th,Pair,4,52.95,3,48.55,4.40
Ad Qc Js Jd Th,Pair,4,52.95,5,49.09,3.86
Ad Qc Js Jd Ts,Pair,4,52.95,0,7.83,45.12
Ad Qc Js Jd Ts,Pair,4,52.95,1,34.50,18.45
Ad Qc Js Jd Ts,Pair,4,52.95,2,45.57,7.38
Ad Qc Js Jd Ts,Pair,4,52.95,3,48.54,4.41
Ad Qc Js Jd Ts,Pair,4,52.95,5,49.10,3.85
Ad Qc Js Jd W,Three of a Kind,3,89.47,0,82.05,7.42
Ad Qc Js Jd W,Three of a Kind,3,89.47,1,87.61,1.86
Ad Qc Js Jd W,Three of a Kind,3,89.47,2,89.02,0.45
Ad Qc Js Jd W,Three of a Kind,3,89.47,4,87.60,1.87
Ad Qc Js Jh Jc,Three of a Kind,2,73.46,0,61.70,11.76
Ad Qc Js Jh Jc,Three of a Kind,2,73.46,1,70.90,2.56
Ad Qc Js Jh Jc,Three of a Kind,2,73.46,3,46.28,27.18
Ad Qc Js Jh Jc,Three of a Kind,2,73.46,4,52.15,21.31
Ad Qc Js Jh Jc,Three of a Kind,2,73.46,5,49.61,23.85
Ad Qc Js Jh Jd,Three of a Kind,2,73.46,0,61.70,11.76
Ad Qc Js Jh Jd,Three of a Kind,2,73.46,1,70.90,2.56
Ad Qc Js Jh Jd,Three of a Kind,2,73.46,3,46.28,27.18
Ad Qc Js Jh Jd,Three of a Kind,2,73.46,4,52.14,21.32
Ad Qc Js Jh Jd,Three of a Kind,2,73.46,5,49.61,23.85
Ad Qc Js Jh Tc,Pair,4,52.98,0,7.83,45.15
Ad Qc Js Jh Tc,Pair,4,52.98,1,34.50,18.48
Ad Qc Js Jh Tc,Pair,4,52.98,2,45.58,7.40
Ad Qc Js Jh Tc,Pair,4,52.98,3,48.55,4.43
Ad Qc Js Jh Tc,Pair,4,52.98,5,49.09,3.89
Ad Qc Js Jh Td,Pair,4,52.95,0,7.83,45.12
Ad Qc Js Jh Td,Pair,4,52.95,1,34.50,18.45
Ad Qc Js Jh Td,Pair,4,52.95,2,45.58,7.37
Ad Qc Js Jh Td,Pair,4,52.95,3,48.55,4.40
Ad Qc Js Jh Td,Pair,4,52.95,5,49.09,3.86
Ad Qc Js Jh Th,Pair,4,52.98,0,7.83,45.15
