Hand,Hand Type,Pre-Discard Win %,Optimal Discard,Optimal Win %,Delta %,P(Improve),Risk Ratio,Verdict
Kd Js Th Td Tc,Three of a Kind,51.85,Kd Js,66.75,14.89,39.17,7.96,Discard Kd Js
Kd Js Ts Th Tc,Three of a Kind,51.85,Kd Js,66.75,14.89,39.17,7.96,Discard Kd Js
Kd Qc Ts Th Tc,Three of a Kind,51.85,Kd Qc,66.75,14.89,39.17,7.96,Discard Kd Qc
Kd Qc Ts Th Td,Three of a Kind,51.85,Kd Qc,66.75,14.89,39.17,7.96,Discard Kd Qc
Kd Qh Ts Td Tc,Three of a Kind,51.85,Kd Qh,66.75,14.89,39.17,7.96,Discard Kd Qh
Kd Qh Ts Th Tc,Three of a Kind,51.85,Kd Qh,66.75,14.89,39.17,7.96,Discard Kd Qh
Kd Qs Th Td Tc,Three of a Kind,51.85,Kd Qs,66.75,14.89,39.17,7.96,Discard Kd Qs
Kd Qs Ts Th Tc,Three of a Kind,51.85,Kd Qs,66.75,14.89,39.17,7.96,Discard Kd Qs
Kh Jc Ts Td Tc,Three of a Kind,51.85,Kh Jc,66.75,14.89,39.17,7.96,Discard Kh Jc
Kh Jc Ts Th Td,Three of a Kind,51.85,Kh Jc,66.75,14.89,39.17,7.96,Discard Kh Jc
Kh Jd Ts Td Tc,Three of a Kind,51.85,Kh Jd,66.75,14.89,39.17,7.96,Discard Kh Jd
Kh Jd Ts Th Tc,Three of a Kind,51.85,Kh Jd,66.75,14.89,39.17,7.96,Discard Kh Jd
Kh Js Th Td Tc,Three of a Kind,51.85,Kh Js,66.75,14.89,39.17,7.96,Discard Kh Js
Kh Js Ts Td Tc,Three of a Kind,51.85,Kh Js,66.75,14.89,39.17,7.96,Discard Kh Js
Kh Qc Ts Td Tc,Three of a Kind,51.85,Kh Qc,66.75,14.89,39.17,7.96,Discard Kh Qc
Kh Qc Ts Th Td,Three of a Kind,51.85,Kh Qc,66.75,14.89,39.17,7.96,Discard Kh Qc
Kh Qd Ts Td Tc,Three of a Kind,51.85,Kh Qd,66.75,14.89,39.17,7.96,Discard Kh Qd
Kh Qd Ts Th Tc,Three of a Kind,51.85,Kh Qd,66.75,14.89,39.17,7.96,Discard Kh Qd
Kh Qs Th Td Tc,Three of a Kind,51.85,Kh Qs,66.75,14.89,39.17,7.96,Discard Kh Qs
Kh Qs Ts Td Tc,Three of a Kind,51.85,Kh Qs,66.75,14.89,39.17,7.96,Discard Kh Qs
Ks Jc Th Td Tc,Three of a Kind,51.85,Ks Jc,66.75,14.89,39.17,7.96,Discard Ks Jc
Ks Jc Ts Th Td,Three of a Kind,51.85,Ks Jc,66.75,14.89,39.17,7.96,Discard Ks Jc
Ks Jd Th Td Tc,Three of a Kind,51.85,Ks Jd,66.75,14.89,39.17,7.96,Discard Ks Jd
Ks Jd Ts Th Tc,Three of a Kind,51.85,Ks Jd,66.75,14.89,39.17,7.96,Discard Ks Jd
Ks Jh Th Td Tc,Three of a Kind,51.85,Ks Jh,66.75,14.89,39.17,7.96,Discard Ks Jh
Ks Jh Ts Td Tc,Three of a Kind,51.85,Ks Jh,66.75,14.89,39.17,7.96,Discard Ks Jh
Ks Qc Th Td Tc,Three of a Kind,51.85,Ks Qc,66.75,14.89,39.17,7.96,Discard Ks Qc
Ks Qc Ts Th Td,Three of a Kind,51.85,Ks Qc,66.75,14.89,39.17,7.96,Discard Ks Qc
Ks Qd Th Td Tc,Three of a Kind,51.85,Ks Qd,66.75,14.89,39.17,7.96,Discard Ks Qd
Ks Qd Ts Th Tc,Three of a Kind,51.85,Ks Qd,66.75,14.89,39.17,7.96,Discard Ks Qd
Ks Qh Th Td Tc,Three of a Kind,51.85,Ks Qh,66.75,14.89,39.17,7.96,Discard Ks Qh
Ks Qh Ts Td Tc,Three of a Kind,51.85,Ks Qh,66.75,14.89,39.17,7.96,Discard Ks Qh
Qc Jd Ts Th Tc,Three of a Kind,51.85,Qc Jd,66.75,14.89,39.17,7.96,Discard Qc Jd
Qc Jd Ts Th Td,Three of a Kind,51.85,Qc Jd,66.75,14.89,39.17,7.96,Discard Qc Jd
Qc Jh Ts Td Tc,Three of a Kind,51.85,Qc Jh,66.75,14.89,39.17,7.96,Discard Qc Jh
Qc Jh Ts Th Td,Three of a Kind,51.85,Qc Jh,66.75,14.89,39.17,7.96,Discard Qc Jh
Qc Js Th Td Tc,Three of a Kind,51.85,Qc Js,66.75,14.89,39.17,7.96,Discard Qc Js
Qc Js Ts Th Td,Three of a Kind,51.85,Qc Js,66.75,14.89,39.17,7.96,Discard Qc Js
Qd Jc Ts Th Tc,Three of a Kind,51.85,Qd Jc,66.75,14.89,39.17,7.96,Discard Qd Jc
Qd Jc Ts Th Td,Three of a Kind,51.85,Qd Jc,66.75,14.89,39.17,7.96,Discard Qd Jc
Qd Jh Ts Td Tc,Three of a Kind,51.85,Qd Jh,66.75,14.89,39.17,7.96,Discard Qd Jh
Qd Jh Ts Th Tc,Three of a Kind,51.85,Qd Jh,66.75,14.89,39.17,7.96,Discard Qd Jh
Qd Js Th Td Tc,Three of a Kind,51.85,Qd Js,66.75,14.89,39.17,7.96,Discard Qd Js
Qd Js Ts Th Tc,Three of a Kind,51.85,Qd Js,66.75,14.89,39.17,7.96,Discard Qd Js
Qh Jc Ts Td Tc,Three of a Kind,51.85,Qh Jc,66.75,14.89,39.17,7.96,Discard Qh Jc
Qh Jc Ts Th Td,Three of a Kind,51.85,Qh Jc,66.75,14.89,39.17,7.96,Discard Qh Jc
Qh Jd Ts Td Tc,Three of a Kind,51.85,Qh Jd,66.75,14.89,39.17,7.96,Discard Qh Jd
Qh Jd Ts Th Tc,Three of a Kind,51.85,Qh Jd,66.75,14.89,39.17,7.96,Discard Qh Jd
Qh Js Th Td Tc,Three of a Kind,51.85,Qh Js,66.75,14.89,39.17,7.96,Discard Qh Js
Qh Js Ts Td Tc,Three of a Kind,51.85,Qh Js,66.75,14.89,39.17,7.96,Discard Qh Js
Qs Jc Th Td Tc,Three of a Kind,51.85,Qs Jc,66.75,14.89,39.17,7.96,Discard Qs Jc
Qs Jc Ts Th Td,Three of a Kind,51.85,Qs Jc,66.75,14.89,39.17,7.96,Discard Qs Jc
Qs Jd Th Td Tc,Three of a Kind,51.85,Qs Jd,66.75,14.89,39.17,7.96,Discard Qs Jd
Qs Jd Ts Th Tc,Three of a Kind,51.85,Qs Jd,66.75,14.89,39.17,7.96,Discard Qs Jd
Qs Jh Th Td Tc,Three of a Kind,51.85,Qs Jh,66.75,14.89,39.17,7.96,Discard Qs Jh
Qs Jh Ts Td Tc,Three of a Kind,51.85,Qs Jh,66.75,14.89,39.17,7.96,Discard Qs Jh
Ac Jc Ts Th Td,Three of a Kind,51.85,Ac Jc,66.74,14.89,39.17,7.96,Discard Ac Jc
Ac Kc Ts Th Td,Three of a Kind,51.85,Ac Kc,66.74,14.89,39.17,7.96,Discard Ac Kc
Ac Qc Ts Th Td,Three of a Kind,51.85,Ac Qc,66.74,14.89,39.17,7.96,Discard Ac Qc
Ad Jd Ts Th Tc,Three of a Kind,51.85,Ad Jd,66.74,14.89,39.17,7.96,Discard Ad Jd
Ad Kd Ts Th Tc,Three of a Kind,51.85,Ad Kd,66.74,14.89,39.17,7.96,Discard Ad Kd
Ad Qd Ts Th Tc,Three of a Kind,51.85,Ad Qd,66.74,14.89,39.17,7.96,Discard Ad Qd
Ah Jh Ts Td Tc,Three of a Kind,51.85,Ah Jh,66.74,14.89,39.17,7.96,Discard Ah Jh
Ah Kh Ts Td Tc,Three of a Kind,51.85,Ah Kh,66.74,14.89,39.17,7.96,Discard Ah Kh
Ah Qh Ts Td Tc,Three of a Kind,51.85,Ah Qh,66.74,14.89,39.17,7.96,Discard Ah Qh
As Js Th Td Tc,Three of a Kind,51.85,As Js,66.74,14.89,39.17,7.96,Discard As Js
As Ks Th Td Tc,Three of a Kind,51.85,As Ks,66.74,14.89,39.17,7.96,Discard As Ks
As Qs Th Td Tc,Three of a Kind,51.85,As Qs,66.74,14.89,39.17,7.96,Discard As Qs
Kc Jc Ts Th Td,Three of a Kind,51.85,Kc Jc,66.74,14.89,39.17,7.96,Discard Kc Jc
Kc Qc Ts Th Td,Three of a Kind,51.85,Kc Qc,66.74,14.89,39.17,7.96,Discard Kc Qc
Kd Jd Ts Th Tc,Three of a Kind,51.85,Kd Jd,66.74,14.89,39.17,7.96,Discard Kd Jd
Kd Qd Ts Th Tc,Three of a Kind,51.85,Kd Qd,66.74,14.89,39.17,7.96,Discard Kd Qd
Kh Jh Ts Td Tc,Three of a Kind,51.85,Kh Jh,66.74,14.89,39.17,7.96,Discard Kh Jh
Kh Qh Ts Td Tc,Three of a Kind,51.85,Kh Qh,66.74,14.89,39.17,7.96,Discard Kh Qh
Ks Js Th Td Tc,Three of a Kind,51.85,Ks Js,66.74,14.89,39.17,7.96,Discard Ks Js
Ks Qs Th Td Tc,Three of a Kind,51.85,Ks Qs,66.74,14.89,39.17,7.96,Discard Ks Qs
Qc Jc Ts Th Td,Three of a Kind,51.85,Qc Jc,66.74,14.89,39.17,7.96,Discard Qc Jc
Qd Jd Ts Th Tc,Three of a Kind,51.85,Qd Jd,66.74,14.89,39.17,7.96,Discard Qd Jd
Qh Jh Ts Td Tc,Three of a Kind,51.85,Qh Jh,66.74,14.89,39.17,7.96,Discard Qh Jh
Qs Js Th Td Tc,Three of a Kind,51.85,Qs Js,66.74,14.89,39.17,7.96,Discard Qs Js
Ac Jd Th Td Tc,Three of a Kind,51.85,Ac Jd,66.73,14.87,39.17,7.96,Discard Ac Jd
Ac Jd Ts Td Tc,Three of a Kind,51.85,Ac Jd,66.73,14.87,39.17,7.96,Discard Ac Jd
Ac Jh Th Td Tc,Three of a Kind,51.85,Ac Jh,66.73,14.87,39.17,7.96,Discard Ac Jh
Ac Jh Ts Th Tc,Three of a Kind,51.85,Ac Jh,66.73,14.87,39.17,7.96,Discard Ac Jh
Ac Js Ts Td Tc,Three of a Kind,51.85,Ac Js,66.73,14.87,39.17,7.96,Discard Ac Js
Ac Js Ts Th Tc,Three of a Kind,51.85,Ac Js,66.73,14.87,39.17,7.96,Discard Ac Js
Ac Kd Th Td Tc,Three of a Kind,51.85,Ac Kd,66.73,14.87,39.17,7.96,Discard Ac Kd
Ac Kd Ts Td Tc,Three of a Kind,51.85,Ac Kd,66.73,14.87,39.17,7.96,Discard Ac Kd
Ac Kh Th Td Tc,Three of a Kind,51.85,Ac Kh,66.73,14.87,39.17,7.96,Discard Ac Kh
Ac Kh Ts Th Tc,Three of a Kind,51.85,Ac Kh,66.73,14.87,39.17,7.96,Discard Ac Kh
Ac Ks Ts Td Tc,Three of a Kind,51.85,Ac Ks,66.73,14.87,39.17,7.96,Discard Ac Ks
Ac Ks Ts Th Tc,Three of a Kind,51.85,Ac Ks,66.73,14.87,39.17,7.96,Discard Ac Ks
Ac Qd Th Td Tc,Three of a Kind,51.85,Ac Qd,66.73,14.87,39.17,7.96,Discard Ac Qd
Ac Qd Ts Td Tc,Three of a Kind,51.85,Ac Qd,66.73,14.87,39.17,7.96,Discard Ac Qd
Ac Qh Th Td Tc,Three of a Kind,51.85,Ac Qh,66.73,14.87,39.17,7.96,Discard Ac Qh
Ac Qh Ts Th Tc,Three of a Kind,51.85,Ac Qh,66.73,14.87,39.17,7.96,Discard Ac Qh
Ac Qs Ts Td Tc,Three of a Kind,51.85,Ac Qs,66.73,14.87,39.17,7.96,Discard Ac Qs
Ac Qs Ts Th Tc,Three of a Kind,51.85,Ac Qs,66.73,14.87,39.17,7.96,Discard Ac Qs
Ad Jc Th Td Tc,Three of a Kind,51.85,Ad Jc,66.73,14.87,39.17,7.96,Discard Ad Jc
Ad Jc Ts Td Tc,Three of a Kind,51.85,Ad Jc,66.73,14.87,39.17,7.96,Discard Ad Jc
Ad Jh Th Td Tc,Three of a Kind,51.85,Ad Jh,66.73,14.87,39.17,7.96,Discard Ad Jh
Ad Jh Ts Th Td,Three of a Kind,51.85,Ad Jh,66.73,14.87,39.17,7.96,Discard Ad Jh
Ad Js Ts Td Tc,Three of a Kind,51.85,Ad Js,66.73,14.87,39.17,7.96,Discard Ad Js
Ad Js Ts Th Td,Three of a Kind,51.85,Ad Js,66.73,14.87,39.17,7.96,Discard Ad Js
Ad Kc Th Td Tc,Three of a Kind,51.85,Ad Kc,66.73,14.87,39.17,7.96,Discard Ad Kc
Ad Kc Ts Td Tc,Three of a Kind,51.85,Ad Kc,66.73,14.87,39.17,7.96,Discard Ad Kc
Ad Kh Th Td Tc,Three of a Kind,51.85,Ad Kh,66.73,14.87,39.17,7.96,Discard Ad Kh
Ad Kh Ts Th Td,Three of a Kind,51.85,Ad Kh,66.73,14.87,39.17,7.96,Discard Ad Kh
Ad Ks Ts Td Tc,Three of a Kind,51.85,Ad Ks,66.73,14.87,39.17,7.96,Discard Ad Ks
Ad Ks Ts Th Td,Three of a Kind,51.85,Ad Ks,66.73,14.87,39.17,7.96,Discard Ad Ks
Ad Qc Th Td Tc,Three of a Kind,51.85,Ad Qc,66.73,14.87,39.17,7.96,Discard Ad Qc
Ad Qc Ts Td Tc,Three of a Kind,51.85,Ad Qc,66.73,14.87,39.17,7.96,Discard Ad Qc
Ad Qh Th Td Tc,Three of a Kind,51.85,Ad Qh,66.73,14.87,39.17,7.96,Discard Ad Qh
Ad Qh Ts Th Td,Three of a Kind,51.85,Ad Qh,66.73,14.87,39.17,7.96,Discard Ad Qh
Ad Qs Ts Td Tc,Three of a Kind,51.85,Ad Qs,66.73,14.87,39.17,7.96,Discard Ad Qs
Ad Qs Ts Th Td,Three of a Kind,51.85,Ad Qs,66.73,14.87,39.17,7.96,Discard Ad Qs
Ah Jc Th Td Tc,Three of a Kind,51.85,Ah Jc,66.73,14.87,39.17,7.96,Discard Ah Jc
Ah Jc Ts Th Tc,Three of a Kind,51.85,Ah Jc,66.73,14.87,39.17,7.96,Discard Ah Jc
Ah Jd Th Td Tc,Three of a Kind,51.85,Ah Jd,66.73,14.87,39.17,7.96,Discard Ah Jd
Ah Jd Ts Th Td,Three of a Kind,51.85,Ah Jd,66.73,14.87,39.17,7.96,Discard Ah Jd
Ah Js Ts Th Tc,Three of a Kind,51.85,Ah Js,66.73,14.87,39.17,7.96,Discard Ah Js
Ah Js Ts Th Td,Three of a Kind,51.85,Ah Js,66.73,14.87,39.17,7.96,Discard Ah Js
Ah Kc Th Td Tc,Three of a Kind,51.85,Ah Kc,66.73,14.87,39.17,7.96,Discard Ah Kc
Ah Kc Ts Th Tc,Three of a Kind,51.85,Ah Kc,66.73,14.87,39.17,7.96,Discard Ah Kc
Ah Kd Th Td Tc,Three of a Kind,51.85,Ah Kd,66.73,14.87,39.17,7.96,Discard Ah Kd
Ah Kd Ts Th Td,Three of a Kind,51.85,Ah Kd,66.73,14.87,39.17,7.96,Discard Ah Kd
Ah Ks Ts Th Tc,Three of a Kind,51.85,Ah Ks,66.73,14.87,39.17,7.96,Discard Ah Ks
Ah Ks Ts Th Td,Three of a Kind,51.85,Ah Ks,66.73,14.87,39.17,7.96,Discard Ah Ks
Ah Qc Th Td Tc,Three of a Kind,51.85,Ah Qc,66.73,14.87,39.17,7.96,Discard Ah Qc
Ah Qc Ts Th Tc,Three of a Kind,51.85,Ah Qc,66.73,14.87,39.17,7.96,Discard Ah Qc
Ah Qd Th Td Tc,Three of a Kind,51.85,Ah Qd,66.73,14.87,39.17,7.96,Discard Ah Qd
Ah Qd Ts Th Td,Three of a Kind,51.85,Ah Qd,66.73,14.87,39.17,7.96,Discard Ah Qd
Ah Qs Ts Th Tc,Three of a Kind,51.85,Ah Qs,66.73,14.87,39.17,7.96,Discard Ah Qs
Ah Qs Ts Th Td,Three of a Kind,51.85,Ah Qs,66.73,14.87,39.17,7.96,Discard Ah Qs
As Jc Ts Td Tc,Three of a Kind,51.85,As Jc,66.73,14.87,39.17,7.96,Discard As Jc
As Jc Ts Th Tc,Three of a Kind,51.85,As Jc,66.73,14.87,39.17,7.96,Discard As Jc
As Jd Ts Td Tc,Three of a Kind,51.85,As Jd,66.73,14.87,39.17,7.96,Discard As Jd
As Jd Ts Th Td,Three of a Kind,51.85,As Jd,66.73,14.87,39.17,7.96,Discard As Jd
As Jh Ts Th Tc,Three of a Kind,51.85,As Jh,66.73,14.87,39.17,7.96,Discard As Jh
As Jh Ts Th Td,Three of a Kind,51.85,As Jh,66.73,14.87,39.17,7.96,Discard As Jh
As Kc Ts Td Tc,Three of a Kind,51.85,As Kc,66.73,14.87,39.17,7.96,Discard As Kc
As Kc Ts Th Tc,Three of a Kind,51.85,As Kc,66.73,14.87,39.17,7.96,Discard As Kc
As Kd Ts Td Tc,Three of a Kind,51.85,As Kd,66.73,14.87,39.17,7.96,Discard As Kd
As Kd Ts Th Td,Three of a Kind,51.85,As Kd,66.73,14.87,39.17,7.96,Discard As Kd
As Kh Ts Th Tc,Three of a Kind,51.85,As Kh,66.73,14.87,39.17,7.96,Discard As Kh
As Kh Ts Th Td,Three of a Kind,51.85,As Kh,66.73,14.87,39.17,7.96,Discard As Kh
As Qc Ts Td Tc,Three of a Kind,51.85,As Qc,66.73,14.87,39.17,7.96,Discard As Qc
As Qc Ts Th Tc,Three of a Kind,51.85,As Qc,66.73,14.87,39.17,7.96,Discard As Qc
As Qd Ts Td Tc,Three of a Kind,51.85,As Qd,66.73,14.87,39.17,7.96,Discard As Qd
As Qd Ts Th Td,Three of a Kind,51.85,As Qd,66.73,14.87,39.17,7.96,Discard As Qd
As Qh Ts Th Tc,Three of a Kind,51.85,As Qh,66.73,14.87,39.17,7.96,Discard As Qh
As Qh Ts Th Td,Three of a Kind,51.85,As Qh,66.73,14.87,39.17,7.96,Discard As Qh
Kc Jd Th Td Tc,Three of a Kind,51.85,Kc Jd,66.73,14.87,39.17,7.96,Discard Kc Jd
Kc Jd Ts Td Tc,Three of a Kind,51.85,Kc Jd,66.73,14.87,39.17,7.96,Discard Kc Jd
Kc Jh Th Td Tc,Three of a Kind,51.85,Kc Jh,66.73,14.87,39.17,7.96,Discard Kc Jh
Kc Jh Ts Th Tc,Three of a Kind,51.85,Kc Jh,66.73,14.87,39.17,7.96,Discard Kc Jh
Kc Js Ts Td Tc,Three of a Kind,51.85,Kc Js,66.73,14.87,39.17,7.96,Discard Kc Js
Kc Js Ts Th Tc,Three of a Kind,51.85,Kc Js,66.73,14.87,39.17,7.96,Discard Kc Js
Kc Qd Th Td Tc,Three of a Kind,51.85,Kc Qd,66.73,14.87,39.17,7.96,Discard Kc Qd
Kc Qd Ts Td Tc,Three of a Kind,51.85,Kc Qd,66.73,14.87,39.17,7.96,Discard Kc Qd
Kc Qh Th Td Tc,Three of a Kind,51.85,Kc Qh,66.73,14.87,39.17,7.96,Discard Kc Qh
Kc Qh Ts Th Tc,Three of a Kind,51.85,Kc Qh,66.73,14.87,39.17,7.96,Discard Kc Qh
Kc Qs Ts Td Tc,Three of a Kind,51.85,Kc Qs,66.73,14.87,39.17,7.96,Discard Kc Qs
Kc Qs Ts Th Tc,Three of a Kind,51.85,Kc Qs,66.73,14.87,39.17,7.96,Discard Kc Qs
Kd Jc Th Td Tc,Three of a Kind,51.85,Kd Jc,66.73,14.87,39.17,7.96,Discard Kd Jc
Kd Jc Ts Td Tc,Three of a Kind,51.85,Kd Jc,66.73,14.87,39.17,7.96,Discard Kd Jc
Kd Jh Th Td Tc,Three of a Kind,51.85,Kd Jh,66.73,14.87,39.17,7.96,Discard Kd Jh
Kd Jh Ts Th Td,Three of a Kind,51.85,Kd Jh,66.73,14.87,39.17,7.96,Discard Kd Jh
Kd Js Ts Td Tc,Three of a Kind,51.85,Kd Js,66.73,14.87,39.17,7.96,Discard Kd Js
Kd Js Ts Th Td,Three of a Kind,51.85,Kd Js,66.73,14.87,39.17,7.96,Discard Kd Js
Kd Qc Th Td Tc,Three of a Kind,51.85,Kd Qc,66.73,14.87,39.17,7.96,Discard Kd Qc
Kd Qc Ts Td Tc,Three of a Kind,51.85,Kd Qc,66.73,14.87,39.17,7.96,Discard Kd Qc
Kd Qh Th Td Tc,Three of a Kind,51.85,Kd Qh,66.73,14.87,39.17,7.96,Discard Kd Qh
Kd Qh Ts Th Td,Three of a Kind,51.85,Kd Qh,66.73,14.87,39.17,7.96,Discard Kd Qh
Kd Qs Ts Td Tc,Three of a Kind,51.85,Kd Qs,66.73,14.87,39.17,7.96,Discard Kd Qs
Kd Qs Ts Th Td,Three of a Kind,51.85,Kd Qs,66.73,14.87,39.17,7.96,Discard Kd Qs
Kh Jc Th Td Tc,Three of a Kind,51.85,Kh Jc,66.73,14.87,39.17,7.96,Discard Kh Jc
Kh Jc Ts Th Tc,Three of a Kind,51.85,Kh Jc,66.73,14.87,39.17,7.96,Discard Kh Jc
Kh Jd Th Td Tc,Three of a Kind,51.85,Kh Jd,66.73,14.87,39.17,7.96,Discard Kh Jd
Kh Jd Ts Th Td,Three of a Kind,51.85,Kh Jd,66.73,14.87,39.17,7.96,Discard Kh Jd
Kh Js Ts Th Tc,Three of a Kind,51.85,Kh Js,66.73,14.87,39.17,7.96,Discard Kh Js
Kh Js Ts Th Td,Three of a Kind,51.85,Kh Js,66.73,14.87,39.17,7.96,Discard Kh Js
Kh Qc Th Td Tc,Three of a Kind,51.85,Kh Qc,66.73,14.87,39.17,7.96,Discard Kh Qc
Kh Qc Ts Th Tc,Three of a Kind,51.85,Kh Qc,66.73,14.87,39.17,7.96,Discard Kh Qc
Kh Qd Th Td Tc,Three of a Kind,51.85,Kh Qd,66.73,14.87,39.17,7.96,Discard Kh Qd
Kh Qd Ts Th Td,Three of a Kind,51.85,Kh Qd,66.73,14.87,39.17,7.96,Discard Kh Qd
Kh Qs Ts Th Tc,Three of a Kind,51.85,Kh Qs,66.73,14.87,39.17,7.96,Discard Kh Qs
Kh Qs Ts Th Td,Three of a Kind,51.85,Kh Qs,66.73,14.87,39.17,7.96,Discard Kh Qs
Ks Jc Ts Td Tc,Three of a Kind,51.85,Ks Jc,66.73,14.87,39.17,7.96,Discard Ks Jc
Ks Jc Ts Th Tc,Three of a Kind,51.85,Ks Jc,66.73,14.87,39.17,7.96,Discard Ks Jc
Ks Jd Ts Td Tc,Three of a Kind,51.85,Ks Jd,66.73,14.87,39.17,7.96,Discard Ks Jd
Ks Jd Ts Th Td,Three of a Kind,51.85,Ks Jd,66.73,14.87,39.17,7.96,Discard Ks Jd
Ks Jh Ts Th Tc,Three of a Kind,51.85,Ks Jh,66.73,14.87,39.17,7.96,Discard Ks Jh
Ks Jh Ts Th Td,Three of a Kind,51.85,Ks Jh,66.73,14.87,39.17,7.96,Discard Ks Jh
Ks Qc Ts Td Tc,Three of a Kind,51.85,Ks Qc,66.73,14.87,39.17,7.96,Discard Ks Qc
Ks Qc Ts Th Tc,Three of a Kind,51.85,Ks Qc,66.73,14.87,39.17,7.96,Discard Ks Qc
Ks Qd Ts Td Tc,Three of a Kind,51.85,Ks Qd,66.73,14.87,39.17,7.96,Discard Ks Qd
Ks Qd Ts Th Td,Three of a Kind,51.85,Ks Qd,66.73,14.87,39.17,7.96,Discard Ks Qd
Ks Qh Ts Th Tc,Three of a Kind,51.85,Ks Qh,66.73,14.87,39.17,7.96,Discard Ks Qh
Ks Qh Ts Th Td,Three of a Kind,51.85,Ks Qh,66.73,14.87,39.17,7.96,Discard Ks Qh
Qc Jd Th Td Tc,Three of a Kind,51.85,Qc Jd,66.73,14.87,39.17,7.96,Discard Qc Jd
Qc Jd Ts Td Tc,Three of a Kind,51.85,Qc Jd,66.73,14.87,39.17,7.96,Discard Qc Jd
Qc Jh Th Td Tc,Three of a Kind,51.85,Qc Jh,66.73,14.87,39.17,7.96,Discard Qc Jh
Qc Jh Ts Th Tc,Three of a Kind,51.85,Qc Jh,66.73,14.87,39.17,7.96,Discard Qc Jh
Qc Js Ts Td Tc,Three of a Kind,51.85,Qc Js,66.73,14.87,39.17,7.96,Discard Qc Js
Qc Js Ts Th Tc,Three of a Kind,51.85,Qc Js,66.73,14.87,39.17,7.96,Discard Qc Js
Qd Jc Th Td Tc,Three of a Kind,51.85,Qd Jc,66.73,14.87,39.17,7.96,Discard Qd Jc
Qd Jc Ts Td Tc,Three of a Kind,51.85,Qd Jc,66.73,14.87,39.17,7.96,Discard Qd Jc
Qd Jh Th Td Tc,Three of a Kind,51.85,Qd Jh,66.73,14.87,39.17,7.96,Discard Qd Jh
Qd Jh Ts Th Td,Three of a Kind,51.85,Qd Jh,66.73,14.87,39.17,7.96,Discard Qd Jh
Qd Js Ts Td Tc,Three of a Kind,51.85,Qd Js,66.73,14.87,39.17,7.96,Discard Qd Js
Qd Js Ts Th Td,Three of a Kind,51.85,Qd Js,66.73,14.87,39.17,7.96,Discard Qd Js
Qh Jc Th Td Tc,Three of a Kind,51.85,Qh Jc,66.73,14.87,39.17,7.96,Discard Qh Jc
Qh Jc Ts Th Tc,Three of a Kind,51.85,Qh Jc,66.73,14.87,39.17,7.96,Discard Qh Jc
Qh Jd Th Td Tc,Three of a Kind,51.85,Qh Jd,66.73,14.87,39.17,7.96,Discard Qh Jd
Qh Jd Ts Th Td,Three of a Kind,51.85,Qh Jd,66.73,14.87,39.17,7.96,Discard Qh Jd
Qh Js Ts Th Tc,Three of a Kind,51.85,Qh Js,66.73,14.87,39.17,7.96,Discard Qh Js
Qh Js Ts Th Td,Three of a Kind,51.85,Qh Js,66.73,14.87,39.17,7.96,Discard Qh Js
Qs Jc Ts Td Tc,Three of a Kind,51.85,Qs Jc,66.73,14.87,39.17,7.96,Discard Qs Jc
Qs Jc Ts Th Tc,Three of a Kind,51.85,Qs Jc,66.73,14.87,39.17,7.96,Discard Qs Jc
Qs Jd Ts Td Tc,Three of a Kind,51.85,Qs Jd,66.73,14.87,39.17,7.96,Discard Qs Jd
Qs Jd Ts Th Td,Three of a Kind,51.85,Qs Jd,66.73,14.87,39.17,7.96,Discard Qs Jd
Qs Jh Ts Th Tc,Three of a Kind,51.85,Qs Jh,66.73,14.87,39.17,7.96,Discard Qs Jh
Qs Jh Ts Th Td,Three of a Kind,51.85,Qs Jh,66.73,14.87,39.17,7.96,Discard Qs Jh
Ac Jc Th Td Tc,Three of a Kind,51.85,Ac Jc,66.72,14.86,39.17,7.96,Discard Ac Jc
Ac Jc Ts Td Tc,Three of a Kind,51.85,Ac Jc,66.72,14.86,39.17,7.96,Discard Ac Jc
Ac Jc Ts Th Tc,Three of a Kind,51.85,Ac Jc,66.72,14.86,39.17,7.96,Discard Ac Jc
Ac Kc Th Td Tc,Three of a Kind,51.85,Ac Kc,66.72,14.86,39.17,7.96,Discard Ac Kc
Ac Kc Ts Td Tc,Three of a Kind,51.85,Ac Kc,66.72,14.86,39.17,7.96,Discard Ac Kc
Ac Kc Ts Th Tc,Three of a Kind,51.85,Ac Kc,66.72,14.86,39.17,7.96,Discard Ac Kc
Ac Qc Th Td Tc,Three of a Kind,51.85,Ac Qc,66.72,14.86,39.17,7.96,Discard Ac Qc
Ac Qc Ts Td Tc,Three of a Kind,51.85,Ac Qc,66.72,14.86,39.17,7.96,Discard Ac Qc
Ac Qc Ts Th Tc,Three of a Kind,51.85,Ac Qc,66.72,14.86,39.17,7.96,Discard Ac Qc
Ad Jd Th Td Tc,Three of a Kind,51.85,Ad Jd,66.72,14.86,39.17,7.96,Discard Ad Jd
Ad Jd Ts Td Tc,Three of a Kind,51.85,Ad Jd,66.72,14.86,39.17,7.96,Discard Ad Jd
Ad Jd Ts Th Td,Three of a Kind,51.85,Ad Jd,66.72,14.86,39.17,7.96,Discard Ad Jd
Ad Kd Th Td Tc,Three of a Kind,51.85,Ad Kd,66.72,14.86,39.17,7.96,Discard Ad Kd
